"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"Dalton, GA",0.00534718054914535,0.963870394362654,0.00617522004304528,0.0089619035026525,0.000250217735380583,0.000521659470055291,0.00618034758389811,0.00584113675443101,0.00268612788448285,0.000164838125457684,9.73988797406006e-07
"Danville, IL",0.000219716575151446,0.144556308826147,0.0569713866609646,0.0335164510361921,0.23339537090035,1.56765960707988e-09,0.000827651295939925,0.079627196258978,0.45081580793435,3.08807172672101e-05,3.92282269997332e-05
"Danville, KY",0.000335424983465114,0.824384535546529,0.00875035003099149,0.109703023919925,0.0131842118413312,0.00326174917178178,0.00468506336288383,0.0186903758664622,0.0167559650258129,3.64159997041235e-06,0.0002456586508464
"Danville, VA",0.00262069569670466,0.83959510342732,0.00251600656411977,0.109642563805863,0.000443010362341408,0.000734122958166708,0.0116307222032635,0.021874078562179,0.0108962536550032,3.83494026615253e-05,9.09336237724318e-06
"Daphne-Fairhope-Foley, AL",0.0110452991392283,0.0199466809071914,0.00335992439951137,0.0291664624234217,4.90031114704151e-05,0.00704856800989723,0.540895136075579,0.387640496016345,0.000129029918556813,0.000207900340887516,0.000511499657910924
"Davenport-Moline-Rock Island, IA-IL",0.000598923093819248,0.00220807644334212,0.0220191127651117,0.00108243114491483,0.0383774661672923,1.44985655266171e-08,0.668590413275795,0.220062648925023,0.000111520889600926,0.0468429152762202,0.000106477520315115
"Dayton, OH",5.55267568842107e-08,5.40727539148772e-06,0.0168419274602254,8.11583514435927e-06,0.978175710547553,3.70341584193349e-11,0.00155894321005557,0.00019445610280895,1.39897485871097e-05,0.000281502113885791,0.00291989214255724
"Dayton, TN",0.00449397084535921,0.777257582441075,0.016921159129021,0.114451104871187,0.000186393636658047,0.0514312378954686,0.00531582319450689,0.00886916739930715,0.0208258112954209,9.8529340588631e-06,0.000237896357937178
"Decatur, AL",0.00195429979440125,0.69355732124686,0.00319427933742704,0.136637778817892,0.00171378802916911,0.00177989904153425,0.0160310592085419,0.138114524627669,0.00695599506232232,6.45821923349821e-06,5.45966149495588e-05
"Decatur, IL",0.000199128382845786,0.0272691007888333,0.0312400623744568,0.268906189347482,0.198253576439869,2.67849928857885e-08,0.0390116649932772,0.269706528100637,0.162042541314751,0.000292580257421206,0.00307860121543346
"Decatur, IN",4.24847375704792e-06,0.0051390603080641,0.00523887004134383,0.00160677289665322,0.929332415183659,2.17661161491492e-08,0.00242038439140645,0.0554169810672237,0.000626210088404266,3.58430796715153e-06,0.000211451475405314
"Defiance, OH",1.50109035577719e-06,0.00376863155761729,0.00539979715541577,2.83786280723082e-06,0.981837593982541,5.3572680754275e-08,0.000135917151959169,0.00884826518567906,2.78351158624222e-06,3.20193553965134e-07,2.29873580438764e-06
"Del Rio, TX",0.90703957321741,1.39183912584689e-05,0.0922618392811159,1.11196570757024e-08,7.52828721549746e-13,1.82525368988248e-05,2.97807999337354e-05,6.5090334367493e-06,2.41548198852962e-07,0.000629844561936849,2.95094003602348e-08
"Deltona-Daytona Beach-Ormond Beach, FL",0.00561345782553641,0.237607079438992,0.00357681451108618,0.245094665383821,0.000235738079099459,0.00892261609101855,0.47240781133829,0.0202778867125159,0.00309207391259705,0.00301468999291129,0.000157166714131978
"Deming, NM",0.657641905056169,4.02181508798821e-06,0.262176474277529,0.000172121322762891,9.11416448151224e-13,1.00038189040936e-09,9.98423532702403e-06,8.69864817379686e-05,0.0797263380704377,0.000107857122635112,7.4310617019714e-05
"Denver-Aurora-Lakewood, CO",0.00160407040556182,2.51237029360307e-07,0.00889685683068506,8.69808808190763e-07,7.87034361077061e-08,2.39002931013778e-08,0.363822875982438,0.000685135267835233,4.11389419898415e-08,0.624865812371949,0.00012398435302159
"DeRidder, LA",0.0492315658923508,0.634677420419785,0.0194806703991959,0.0431276920962185,3.01379727511092e-05,0.00598552474589525,0.00380589672720406,0.232769384785022,0.0108481588163413,2.20118023684178e-06,4.13469649990307e-05
"Des Moines-West Des Moines, IA",0.000653677499005389,5.77235339595309e-05,0.0101786820619887,0.00085788401100248,0.000252358547740688,8.17361011732113e-07,0.289612960340111,0.687848762574401,1.46803798969008e-05,0.000221689163507472,0.0103007645273756
"Detroit-Warren-Dearborn, MI",5.49151588528854e-07,6.76409010042911e-07,0.319479458102035,7.90915513020835e-07,0.31121849303032,1.42822555846118e-14,0.00431896610373657,7.64132051168946e-05,2.8445749517663e-05,0.363987046632596,0.000889160700552359
"Dickinson, ND",0.92385111079876,2.18444704108687e-06,0.0480728112807041,1.44406007692063e-08,1.49651518043079e-11,0.000237286130286487,0.000770839672036337,0.0270561220404585,3.91077231037408e-09,4.63456548645997e-06,4.99269888909681e-06
"Dodge City, KS",0.478266590880004,0.0227342525375759,0.0174330889968216,0.00112382208537194,6.51024188191149e-07,0.000526276807884413,0.0635735632972952,0.415906873168018,8.33453148058316e-05,0.000345262724534667,6.27316350011379e-06
"Dothan, AL",0.0645476523641737,0.333197574237717,0.0150459596838354,0.340145419706578,1.04973727033864e-05,0.000254737490882434,0.00983208389178604,0.11060016864347,0.126258714606757,4.04807299996503e-05,6.67112720978458e-05
"Douglas, GA",0.000796957728459495,0.289312822519888,0.00372386984499137,0.528906604134148,0.0011031864505794,1.4686577441878e-05,0.0104757254544942,0.00924093818849421,0.156228147380653,0.000138015995938645,5.90457249112773e-05
"Dover, DE",0.00254583410358562,0.210507878711671,0.00466402375389952,0.0200762877532979,0.00157904562866334,0.0387982017427061,0.69748618150721,0.021010209631255,0.000132037987857269,0.00311067036210084,8.9628817754333e-05
"Dublin, GA",0.00370187808914043,0.0083905057357818,0.0194702501242756,0.0775064015955034,1.96895695792808e-06,1.99519095566308e-07,8.09581632459425e-05,0.00712462605522446,0.883521352489721,1.04263367084471e-06,0.000200816637383022
"DuBois, PA",0.00748970650296544,0.916664197009768,0.00537439455194178,0.00667507385286478,0.000244611695088065,0.00198095067964488,0.00380806168866784,0.0566766435954213,0.00107815217462751,6.28667523697828e-06,1.92157377322266e-06
"Dubuque, IA",0.000196489568783019,0.000406394721271646,0.00788274789749639,0.00120131838428511,0.00833941939836541,8.39324970434612e-07,0.265797415684785,0.712994583325876,2.1293589469172e-05,0.000189154974441761,0.00297034313025652
"Duluth, MN-WI",0.0128303297812045,0.0294698460407644,0.00449324466377068,0.0462160999493229,5.3929189616297e-05,0.0162983599483844,0.374772697048256,0.514592760495206,0.000241358028178503,7.98001574899218e-05,0.000951574697805718
"Duncan, OK",0.10909524930231,0.226554286764302,0.012186798899895,0.150550499153265,9.40538969064338e-06,0.0159870547040178,0.0693263365252523,0.410103005035832,0.00592920227336048,4.4332792513691e-05,0.000213829159561087
"Dunn, NC",0.00335102400599054,0.596347218392701,0.00764689070146552,0.0806641903828779,0.000858331106669306,0.107502277879683,0.192318180609581,0.00862640766569032,0.0015147050977489,0.00101633461429632,0.000154439543295562
"Durango, CO",0.847750450468117,1.13020276820367e-06,0.111811895927981,2.7987338028654e-07,1.80394313985473e-11,0.0124472202357138,0.015803789785571,0.0109564544225537,1.5368268669884e-08,0.000107394792583575,0.00112136890502333
"Durant, OK",0.00848103612040583,0.478753138228115,0.0152294238691342,0.315684398363236,0.000164786883903517,0.0591034753424446,0.0150260728421955,0.0839598744123484,0.0223971262135083,4.81844636288313e-06,0.00119584927834614
"Durham-Chapel Hill, NC",0.000540208774219583,9.81714807247194e-06,0.015179478439513,0.0055442304635745,4.51812614668562e-06,1.46008997871644e-05,0.64352100945933,0.00451285367071308,9.59773194526981e-05,0.0100293636026402,0.32054794209655
"Dyersburg, TN",0.000102968117418083,0.155683697431982,0.0106568068194165,0.437100308097006,0.149371700239332,7.53739685886158e-07,0.014442479553383,0.0423509081466182,0.189555170742236,8.70108091195002e-05,0.0006481963038027
"Eagle Pass, TX",0.00816280742828489,4.56894417170476e-05,0.991491998606843,5.63386109575062e-09,6.37195639030503e-10,0.000199828122574151,2.06272882008338e-06,1.01805313479632e-07,1.07942323795199e-06,9.54397623710724e-05,9.86409781628125e-07
"Easton, MD",0.000760195605406579,0.000144134570181212,0.00344815269949039,0.00616799351691888,5.46166772954977e-05,9.53206464045764e-07,0.939235836257573,0.0316703967299585,8.48860939258897e-05,0.016339085906568,0.0020937487362179
"East Stroudsburg, PA",0.0354922410645555,0.0837954422040332,0.0134027735181322,0.00124258021059865,7.67352837286984e-05,0.120343933852296,0.661766272710723,0.0814214182954065,9.34589369733948e-06,0.00241587696343194,3.33800033963815e-05
"Eau Claire, WI",0.00268128252433433,0.00257879460669948,0.00381200698895808,0.00402463519554249,0.000127095097224717,0.00087249384985938,0.292354030795276,0.692172488595416,1.91937100589845e-05,4.61335075094834e-05,0.00131184512912106
"Edwards, CO",0.0276862233877177,4.98092673610769e-05,0.0130153525971304,8.9394689928278e-06,3.47963337909771e-07,0.000591076371977575,0.911379895787419,0.0332724089035014,5.62489582730918e-08,0.0138533497665967,0.000142540237007649
"Effingham, IL",0.000444568353079925,0.000159783187998738,0.00695147900241849,2.12400528583432e-05,9.28770508796314e-05,1.3024513572765e-08,0.00029697517081414,0.991989103177399,1.39011880800668e-05,6.73894186548885e-08,2.99924025398187e-05
"El Campo, TX",0.0852879240442922,0.00601161396826143,0.074191018107944,0.0175666449141142,3.32566475692179e-06,7.85460537809612e-09,0.00106076392727492,0.663149124762385,0.152647964485122,1.64011188455859e-05,6.52111523980568e-05
"El Centro, CA",0.000114390438146991,2.92516845505292e-09,0.0794120267847711,1.85141150503265e-10,2.14313720323542e-11,1.71122517317985e-15,9.0155148480425e-07,5.33624180468566e-10,1.5831430498426e-06,0.920471081367704,1.30494765197181e-08
"El Dorado, AR",0.0285715614735186,0.000356719157306488,0.134122361731622,0.00531137694495059,1.98876076645537e-07,6.76979036800968e-11,3.14321674648319e-05,0.0582386541918691,0.773233823471754,2.27454042156561e-06,0.000131597377318277
"Elizabeth City, NC",0.00305380507286791,0.462442479027626,0.00502859182157039,0.189407934249449,0.00110153544658113,0.00399839171399143,0.31493371548571,0.0104233892133995,0.0047450861596391,0.0047830274023347,8.20444068317691e-05
"Elizabethtown-Fort Knox, KY",0.000891514257684774,0.118598523691054,0.0164724833879527,0.00273897199232522,0.000874315077881841,0.834843166551711,0.0183945773695992,0.00654115230335102,7.57924879673462e-05,1.24369708976859e-05,0.00055706590957468
"Elk City, OK",0.957337072744997,8.02398804763242e-05,0.021828600099802,1.55414149042557e-06,6.26728717079926e-11,3.40860467874572e-08,3.91073573554075e-05,0.0206897447030329,1.98133034551335e-05,3.76436440054032e-06,6.92562703740266e-08
"Elkhart-Goshen, IN",3.54145045108324e-05,0.00666168737120839,0.0100986434545219,0.000258653668289918,0.793241834092895,4.83341568661478e-09,0.0155262016279003,0.173913338418804,9.16588651146604e-05,0.000156933810672746,1.56293526664933e-05
"Elkins, WV",0.00584830863275692,0.295814944346244,0.0245546192201599,0.106387949606884,0.000632194482161327,5.2060625130879e-07,0.000814780130436936,0.181391776136335,0.384524610564626,4.12881813484717e-06,2.61674560100695e-05
"Elko, NV",0.808703602113981,5.2913667657635e-06,0.187891810020287,1.22930846327411e-09,8.90318730059058e-13,1.19816035262368e-06,5.67598940033755e-08,0.00339771696654479,2.39983069125038e-07,6.52318320908193e-10,8.27465884718315e-08
"Ellensburg, WA",0.00065113298582613,3.37735820869922e-08,0.0482194975922908,2.49973619301102e-06,4.51226348671919e-10,0.00111299091374324,0.00177627750774284,0.00010764812934264,2.36421403946267e-07,7.10047879847476e-06,0.94812258200985
"Elmira, NY",0.000250878801305318,0.465138170789831,0.00344993906914998,0.104391010257255,0.126776005712339,0.000480988191317679,0.23184116528531,0.0652347169576762,0.00185000096982395,0.000453457585887519,0.000133666380104226
"El Paso, TX",0.961436662959725,5.57492698035918e-10,0.038197059427234,1.29432697450622e-12,7.12516225515095e-18,2.90378800741192e-11,1.87330806365689e-07,1.59200953493093e-07,1.06392894100798e-09,0.000365929057884663,3.71642825286721e-10
"Emporia, KS",0.00116749224049674,6.44862518623582e-05,0.0777232504809209,0.00220418506897049,7.58492733770425e-06,0.000327671766004813,0.00405110942677656,0.132480562372622,0.000288446686620811,3.09867738857817e-07,0.781684900910648
"Enid, OK",0.0918340241086155,0.00185775801013924,0.0086723832325796,0.00111804416860341,3.52320028000932e-07,5.73815365239999e-05,0.0170059001929758,0.879304084125007,7.81826255085053e-05,1.0882241706683e-05,6.10074383122446e-05
"Enterprise, AL",0.0157917334802483,0.201732673202071,0.0048379628908181,0.18908340799917,7.99837946486227e-05,0.106720034870485,0.321795708310349,0.157913202365183,0.00135253226835855,0.00014780422497227,0.000544956593695812
"Erie, PA",5.92474564458747e-05,0.0146200459071118,0.00650413947894414,0.0740162351899612,0.190168029992427,1.59904388678316e-05,0.655434173430184,0.0505680820311418,0.00125252557960095,0.00238663478931396,0.00497489570600217
"Espanola, NM",0.878056722568926,2.87963829948713e-05,0.121721187877025,1.77376497535016e-07,2.15021023583947e-13,4.11112061366783e-08,3.97235525635e-07,4.83286346183068e-06,0.000172044060727962,1.57838610450185e-05,1.66623757669541e-08
"Eugene, OR",0.00275006915784612,0.00279135596048069,0.0133703530768612,0.24292807157855,2.32726405367289e-05,0.00943382546504081,0.608607403927055,0.0131005360082908,0.00264986352656625,0.00155919264482743,0.102786056013945
"Eureka-Arcata-Fortuna, CA",4.6452629772815e-05,3.66559704329743e-05,0.106103953324404,0.00203174196905801,0.00023611370950925,5.6964132506241e-05,0.11660208840035,9.62947204410725e-05,0.000271664011816126,0.0185241063010648,0.755993964830645
"Evanston, WY",0.116356307931787,0.246588176352779,0.142308563307837,0.00183491006435263,1.48096794177567e-05,0.0282092212748555,0.000754368304273994,0.462490295487079,0.00134366368415289,1.70626878939469e-07,9.95132865864359e-05
"Evansville, IN-KY",0.000363646749494999,0.034220583560111,0.0137738549620593,0.0765662953991056,0.184976155108088,1.79906331832807e-07,0.37324700953032,0.304538506473218,0.00732784039165966,0.00449128489769188,0.00049464302192002
"Fairfield, IA",0.000231529887399746,0.00182700175971677,0.0208956891475422,0.0325133604561828,0.00629840563393995,0.0017223093369005,0.478647190701984,0.159746353441698,0.000258658114772495,0.000101834034555321,0.297757667485309
"Fairmont, WV",0.000310570651580028,0.681198812254185,0.00312463939955316,0.0490146347598089,0.0895203713953483,0.00045778884614753,0.0624034199057192,0.112471168982325,0.00140062096470045,5.48068885364205e-05,4.31659520957411e-05
"Fallon, NV",0.157063372034059,0.0297719705497924,0.0143736099323867,0.0213967294923684,7.13753528480724e-07,0.322995863908106,0.408709050859217,0.0437501986537389,0.00022858451085417,0.00119951222124458,0.000510394084704423
"Fargo, ND-MN",0.00127840285437097,2.61605185781976e-05,0.0158405759496838,0.000301197996344026,4.43209441933168e-05,2.8679812194241e-05,0.382366837501819,0.561591916423858,2.39987409597325e-06,0.000124852603954552,0.0383946555209078
"Faribault-Northfield, MN",0.00152057419069616,7.59081556316371e-07,0.0191472908252201,8.3677272791336e-07,1.08262458571565e-06,3.99520909439362e-11,0.00049764655224692,0.978744582636442,1.2762617398774e-06,1.0534697196643e-06,8.48975451134204e-05
"Farmington, MO",0.00179701784333837,0.56617401093492,0.00287324324906733,0.266422492888156,0.00292261167467184,6.03243492084927e-05,0.0337564198422132,0.104370455033631,0.0215139074949567,8.17331476895817e-05,2.77835421468601e-05
"Farmington, NM",0.613627912621857,1.88398642755565e-11,0.386350509771564,3.44916622215977e-12,9.43316932968193e-19,2.36710491932022e-17,1.09424237903122e-11,1.73912007352461e-05,4.17474505068501e-06,3.91021704939797e-10,1.12365400085811e-08
"Fayetteville, NC",0.00319575042073882,0.0665147550715171,0.00932254341490622,0.590624556831657,0.000100313368736925,0.0213692997923316,0.283594693374937,0.00554214814613624,0.0129664799434302,0.00193050522184487,0.00483895441376436
"Fayetteville-Springdale-Rogers, AR-MO",0.00924038590054944,0.0445747072920323,0.00733128858132911,0.177949262674751,0.000103997273862154,0.0339815663192242,0.260652301500141,0.459572336192314,0.00132410802226305,3.50493159259163e-05,0.0052349969276086
"Fergus Falls, MN",0.0056793720324797,0.000233723425738407,0.00457334815433901,3.1125192602188e-05,7.52255634304972e-06,4.41502270322606e-07,0.0107309473227633,0.978719623377192,2.32454720512006e-06,8.76433189695898e-06,1.28075571702476e-05
"Fernley, NV",0.768593304853071,0.0125883290121758,0.129245668524192,1.20343790546591e-05,4.90454732334539e-09,0.0872633709249896,0.000482305865376278,0.00177856740431109,1.58528201291796e-05,1.83802968743548e-05,2.18101527888804e-06
"Findlay, OH",5.15601626690112e-07,5.37688109069661e-05,0.0524401484818177,8.77088165843145e-07,0.937424358057655,2.74541958864789e-06,0.00297699696171253,0.00175488431181698,1.66296600736537e-07,9.36663686618651e-06,0.00533617233324253
"Flagstaff, AZ",0.0488180105621208,5.0414709101277e-07,0.206569221555095,0.000278160304392423,6.04928135408172e-11,0.000319135643192893,0.0139293268002453,0.00022521896739523,9.73920566425108e-05,0.00136648758894676,0.728396542314385
"Flint, MI",1.63781888795778e-08,3.00392222719255e-06,0.114015525990933,4.1195677418636e-07,0.885266072889933,1.36328355691167e-14,1.07641291688255e-05,2.36982870782461e-06,0.000182381598711022,0.000420421544066457,9.90317612761894e-05
"Florence, SC",0.0030521463130078,0.180300880006786,0.00759938487141285,0.526023791025613,0.000246576239445514,5.24540682519412e-06,0.0216958302743353,0.00677105910651286,0.252705934844957,0.0015434677839436,5.5684127161084e-05
"Florence-Muscle Shoals, AL",0.00263397380621776,0.637841797495982,0.00519716585250614,0.231614101957514,0.000706813719684161,0.0042800869077908,0.00976809451709891,0.0899314015409057,0.0178622186150082,3.73513261037006e-06,0.000160610454681788
"Fond du Lac, WI",0.00055342842599053,0.0193676933405659,0.00647372008480057,0.000262962904482395,0.0244566317603791,1.49572550324765e-05,0.0442580357580939,0.904562330654196,8.85582540555013e-06,2.20329648548654e-05,1.93510261983068e-05
"Forest City, NC",0.0596051602485336,0.668358842891085,0.0313556074698116,0.0763756898066371,9.85627251715873e-06,0.000495722667572049,0.00103698242154538,0.0438515631821328,0.118884307153353,5.03157461131561e-06,2.12363122005095e-05
"Forrest City, AR",3.30998041153316e-05,3.87518857594703e-05,0.0528470422484603,0.000206088379763116,2.20821519444199e-06,2.30085326905241e-13,4.40251580298701e-08,0.000156263073482296,0.946677349613992,1.33878237335254e-08,3.91393660212849e-05
"Fort Collins, CO",0.00148331848948282,1.79830040018416e-06,0.0102751954672454,3.3302614892569e-05,2.4726958987983e-07,0.00017796634712337,0.947466323602407,0.00260944508792003,1.68157728517264e-07,0.0187524303424054,0.0191998043208049
"Fort Dodge, IA",0.00219427798364178,1.30700057599339e-09,0.926011023194151,1.20176990537684e-09,1.17117834040899e-09,8.14033557895084e-19,9.32608520521885e-09,0.07173341409823,5.27949737730699e-05,2.56884908749077e-09,8.47417532104331e-06
"Fort Leonard Wood, MO",0.00246794501397284,2.17797271147551e-07,0.888748395228742,1.4189503557235e-07,1.38254909012964e-10,0.000281953562357148,4.39106494054154e-07,0.000255777235128173,3.9375262008199e-06,3.1604125878308e-10,0.108241192180502
"Fort Madison-Keokuk, IA-IL-MO",0.00312933210567719,0.444986026374537,0.0133545045494523,0.00322267752306683,0.00389636226721052,2.20789968596499e-05,0.00129018940834695,0.528238016976932,0.00185585237997745,8.14383871659582e-07,4.14503406868678e-06
"Fort Morgan, CO",0.571237154850682,0.0611087162022603,0.0528072233783954,0.000122642461091417,2.44727287888474e-06,0.0329058152434351,0.0885545363837274,0.192648161364457,6.67245201543756e-06,0.000602405101058538,4.22528999878458e-06
"Fort Polk South, LA",0.00442475622445314,0.719286109253179,0.00721148676473801,0.0497305206638485,0.000260687678410911,0.177099802918162,0.0175144488860094,0.0223632183531202,0.00198896917286624,1.25292557195427e-05,0.000107470829492597
"Fort Smith, AR-OK",0.00712950422974556,0.128843049763101,0.00509151036782992,0.699932942687767,3.48917858774992e-05,0.000315819203300469,0.0142431061209347,0.0560608438539561,0.0879788187690356,2.25022496003631e-05,0.000347010968851471
"Fort Wayne, IN",4.02350192858156e-06,0.00119027219000722,0.00525214465852883,0.000863370503438233,0.921934028383427,2.58986316224316e-08,0.0264548756377117,0.0435097784096471,9.04444024754605e-05,9.47804151956523e-05,0.000606255999008979
"Frankfort, IN",0.000210403147866378,0.219205935055049,0.0223770768324632,0.000228923448568423,0.42958375948673,1.06389755993585e-05,0.00218192176939581,0.326099021597422,9.41057581890642e-05,1.67530337029115e-06,6.53862534584563e-06
"Frankfort, KY",0.00138187238759524,0.583283078292589,0.00803412832909847,0.0141276276123957,0.0138582443878701,0.133002098389359,0.121043683181068,0.124906782321383,0.000145662578417056,3.51866627118105e-05,0.000181635857513714
"Fremont, NE",0.0228970980644969,0.00132886377855152,0.028194917786283,5.8949892646622e-05,9.27805472323341e-07,8.83944453674583e-06,0.00011974989000956,0.947287133371692,6.91005786031249e-05,1.64051996667992e-08,3.44029825083404e-05
"Fremont, OH",3.96434767222808e-07,0.000418611904689035,0.00272048958853583,1.47313046384898e-06,0.994132759418378,4.84623498401101e-11,0.000151635959754061,0.00256469720302382,3.62972595272674e-06,5.64671437185592e-06,6.59871601044549e-07
"Fresno, CA",1.70650219841553e-05,1.0989037419874e-10,0.00615888454740684,4.5875109696813e-10,1.3062031390092e-11,1.85835755276754e-16,7.9027555060371e-06,2.09986066658556e-09,2.34848520116397e-07,0.993815802302062,1.07842956827163e-07
"Gadsden, AL",0.00146455537677933,0.82280704908488,0.00431869666593382,0.109742048341276,0.00309809627035532,2.85394381804355e-05,0.0205654688037246,0.0126282289307356,0.0248176818861073,0.000523503783387434,6.13141864016968e-06
"Gaffney, SC",0.004525364683843,0.392222900062316,0.00434409642493754,0.452034373344955,0.000137392071730961,7.5018345716364e-05,0.00967020182540427,0.0230685056212005,0.113820258751902,6.54365242484245e-05,3.64523437450081e-05
"Gainesville, FL",4.77343396992678e-05,2.0661584922403e-08,0.0181952776305305,0.00024652100630528,7.39132197311305e-09,2.98406120074376e-09,0.000315976410458284,0.000113598501583163,0.000482625939177996,1.13990096864016e-05,0.980586836125591
"Gainesville, GA",0.00155287778999346,0.00555016976903802,0.0019452194540021,0.00313636345626547,0.000167492754373008,0.000116847157900431,0.95300403206785,0.015803073823523,2.25143438221251e-05,0.0186584743035347,4.29350796978577e-05
"Galesburg, IL",0.000165997244006995,0.0851918357171185,0.0183232286536807,0.0173649058778646,0.536588522831827,1.41456275758854e-08,0.0101817024719393,0.315813184844277,0.0162399538701288,8.27646398113118e-05,4.78897037178082e-05
"Gallup, NM",0.00666903099809103,1.89731286837058e-08,0.92178195595568,6.22132085529534e-07,3.96524055931569e-14,7.06455294314283e-13,8.118022393044e-09,1.33420510652198e-08,0.0714775629783085,1.93221773669935e-05,5.14653245190888e-05
"Garden City, KS",0.148931019492428,0.0065250527679839,0.0119424540356326,0.00040467692761669,2.09202635643786e-06,2.27829496511546e-05,0.0531375417506342,0.778763747713096,3.20901795774466e-05,0.000233473487085163,5.06866993859984e-06
"Gardnerville Ranchos, NV",0.0441588147534613,0.00552509324236115,0.00578491252318558,0.00187514764670497,1.81065228512679e-06,0.0118205990507688,0.887713106405808,0.0361370156306683,1.12012083704795e-05,0.00688809685266336,8.4202033723237e-05
"Georgetown, SC",0.00688314995183482,0.0116154558507623,0.00455525506815157,0.582160336855928,2.18266720037179e-05,0.000103217835722835,0.322995282037857,0.0522744793830268,0.015535758085667,0.00169628114942728,0.00215895710961837
"Gettysburg, PA",0.0198597126488544,0.107897692371154,0.0290005139182105,0.000166350093474845,0.00183844797079593,0.00727424418163292,0.284758442495413,0.548637385876365,3.05497799313392e-06,0.000553320386829784,1.08350792767137e-05
"Glasgow, KY",0.00386644714659684,0.743449207086253,0.177901965534202,0.00213779083268876,0.000666416064567401,5.25216523476813e-05,1.96849265806222e-05,0.0152998204316358,0.0565938016895562,9.33330225420549e-08,1.22513025490493e-05
"Glens Falls, NY",0.000800702491562868,0.118916482483346,0.00320702921126021,0.0265003279105655,0.0212794034343331,0.000758806891721924,0.36778351287118,0.460231519063009,0.000197303706694671,0.000151437513207905,0.000173474423118269
"Glenwood Springs, CO",0.0026410459503695,1.72159245737173e-05,0.00375994187804718,0.000209963907001527,4.21705292031523e-07,0.000200487572967211,0.972067474105684,0.00643285769774729,8.51172720841427e-07,0.0120951618390207,0.00257457824657575
"Gloversville, NY",0.000870091230464047,0.804177990137141,0.00240800466744547,0.0393186293537818,0.012499637723754,0.00147716206863884,0.0730109329173232,0.0651923977805601,0.000918712767629229,0.000111450150981157,1.49912022813769e-05
"Goldsboro, NC",0.0200156578531873,0.0365294125362581,0.0082274492104371,0.686567951644705,1.20525705371322e-05,2.98581387734241e-05,0.137270753111742,0.0294223109992475,0.0778738577730117,0.00367376708509957,0.000376929077001423
"Grand Forks, ND-MN",0.000815243403066792,0.000270368838269834,0.0201941586023168,0.00627276926539782,0.000267802289076217,0.000112717255350197,0.12049878445113,0.716821239886798,0.000102783764695759,1.19521587489413e-05,0.13463218008515
"Grand Island, NE",0.0546333495064828,0.00569437919051362,0.00981550340990402,0.000531207293537447,1.16783921279744e-06,0.00033764867034419,0.0047003195285449,0.924204380526654,4.84068811664664e-05,1.00799330533246e-06,3.26291603344842e-05
"Grand Junction, CO",0.0040164726674817,0.00838268183872376,0.00475971185262894,0.018754782049974,1.64574173202303e-05,0.0406697324558231,0.909413172162074,0.00419652270715852,9.84166294568806e-05,0.00857483174178038,0.00111721847757875
"Grand Rapids-Wyoming, MI",8.99467527747952e-06,0.000746605198518253,0.0110321125854442,0.000474422840942774,0.645418288037402,1.10573673814753e-06,0.310237994056348,0.0271371046482464,1.14773731656909e-05,0.00189980880349587,0.00303208604442094
"Grants, NM",0.767302961828703,1.1696959835732e-06,0.231767593907078,1.51923521173578e-07,4.89124121516898e-15,3.60402453567915e-09,1.04955978885723e-08,1.01324924294465e-05,0.000917472782008417,4.06540529498062e-08,4.62616595291614e-07
"Grants Pass, OR",0.000116880863254859,0.00817022618667171,0.907190517217896,0.00164302001333059,0.0158542508422801,7.06371737577916e-05,0.0148220089573745,3.46907134006966e-05,0.00526115478922383,0.0358435820265887,0.0109930312162216
"Great Bend, KS",0.000490001841457818,0.214236147662234,0.00907631920864229,0.0673213895963978,0.0445752814093635,8.96745080765384e-06,0.00837953694085473,0.642690602846688,0.0130344629271843,3.03548595591932e-06,0.000184254630414261
"Great Falls, MT",0.00832761682602061,0.00460395171929297,0.00548582553504109,0.00122824198468158,8.57952243095413e-07,0.937225934094915,0.0295837192576006,0.0127912619309417,1.05006186616261e-05,9.34857851755337e-06,0.000732741502084431
"Greeley, CO",0.0184001071024965,0.00806157276625204,0.0040790488026981,0.00145226394977631,1.59088767800382e-05,0.00353199969579561,0.860121145828484,0.101214435164897,7.22443373315981e-06,0.00306813931068752,4.81540683994518e-05
"Green Bay, WI",0.0025343030133607,0.0138443252828348,0.00281765106713163,0.00416125038791398,0.000746145633075343,0.000117685771794225,0.245974680982396,0.729562011614715,3.74689029875562e-05,0.000123294414288728,8.11829295016772e-05
"Greeneville, TN",0.000478798662014136,0.915389344249422,0.00361893767576491,0.0267821770256637,0.0181160794426596,8.08189665066622e-05,0.0209832109836828,0.0106839953252378,0.0035485352397351,0.00031405987986349,4.04254945002209e-06
"Greenfield Town, MA",0.00216122285681415,0.00648672797409975,0.00236446369733745,0.00502818559988497,0.000163340712427452,0.00891610170892442,0.834451494310004,0.139452174052568,1.07283290841203e-05,0.000384727326247682,0.000580833432607522
"Greensboro-High Point, NC",0.000774249543029012,0.0138932194064114,0.00194822274931518,0.171255056641028,0.000343636521945375,0.000563132076401219,0.789336571271371,0.0154704891944183,0.00118746035598887,0.00391738174080403,0.00131058049928683
