GEOID,ME,MELSAD,z_AQI,z_Education,z_Poverty,z_Gini,z_Stability,z_SevHous,z_PoorH2OQual,z_AvgLandCOver,z_PoorHealth,z_Water,z_Black,z_Asian,z_Hispanic,z_GHG,z_Unemploy,z_Food,z_Crime,z_Female
20260,"Duluth, MN-WI","Duluth, MN-WI Metro Area",0.58,0.44,-0.45,-0.50,-0.13,-0.38,-0.67,0.90,-0.66,-0.46,-0.875591098,-0.848584011,0.286248870,-0.15,-0.70,-0.55,-0.48,0.111170821
20340,"Duncan, OK","Duncan, OK Micro Area",-0.09,-0.63,-0.41,0.23,-0.22,-0.82,-0.36,-0.04,0.12,1.59,0.039538095,-0.765781826,-0.427382269,0.09,-0.31,0.89,-0.74,-1.694185184
20380,"Dunn, NC","Dunn, NC Micro Area",0.00,-0.30,0.03,-0.97,-0.45,0.04,-0.46,0.51,0.44,0.24,0.261061619,0.149900210,-0.142075768,-1.00,0.88,0.40,-0.36,0.783835869
20420,"Durango, CO","Durango, CO Micro Area",-0.55,2.31,-1.23,-0.61,-0.69,-0.08,-0.78,1.88,-1.48,1.37,0.793913520,-0.734168520,-0.255452758,0.21,-0.93,-0.78,-0.74,0.087274822
20460,"Durant, OK","Durant, OK Micro Area",0.57,-0.05,-0.05,-0.08,-0.36,0.35,-0.37,0.24,0.72,-0.09,0.461614311,0.427358769,0.204745392,-0.05,-0.13,0.53,-0.57,-0.177462578
20500,"Durham-Chapel Hill, NC","Durham-Chapel Hill, NC Metro Area",-0.22,2.67,-0.35,1.25,-1.18,0.57,-0.50,0.40,-0.13,0.02,0.267549280,0.029781739,-0.741157932,-0.74,-0.29,0.40,0.74,1.124337008
20540,"Dyersburg, TN","Dyersburg, TN Micro Area",0.61,-0.55,0.04,0.70,-0.57,-1.21,0.61,-0.48,0.53,-0.75,0.117373564,1.089680672,0.161082838,-0.17,0.20,0.53,2.56,-0.930153876
20580,"Eagle Pass, TX","Eagle Pass, TX Micro Area",0.36,-1.28,1.00,0.56,0.51,2.47,-0.89,0.12,1.72,1.33,5.655243407,1.499582837,1.139838862,-0.73,1.77,-1.38,-0.71,0.978771822
20660,"Easton, MD","Easton, MD Micro Area",-0.33,1.66,-1.17,2.26,0.60,0.58,0.15,0.19,-0.51,0.06,-0.654634053,-0.954649973,-1.099479693,1.24,1.00,-1.35,-0.36,0.131838603
20700,"East Stroudsburg, PA","East Stroudsburg, PA Metro Area",0.02,0.12,-1.01,-1.44,1.14,1.49,0.13,0.88,-0.87,-0.06,1.016431538,-0.446236646,0.380370594,1.24,-0.59,-0.83,-0.41,0.065684559
20740,"Eau Claire, WI","Eau Claire, WI Metro Area",0.61,0.37,-0.72,-1.06,-0.59,-0.29,-0.65,-0.30,-1.04,-0.15,-1.046875687,-0.945752827,0.009300511,-0.21,-1.11,-0.79,-0.96,1.422116382
20780,"Edwards, CO","Edwards, CO Micro Area",-0.52,2.54,-1.51,-0.73,0.74,0.89,-0.29,1.93,-0.20,-0.62,-0.773567703,-1.132236398,-1.042701958,0.12,-1.69,-1.87,-0.91,-0.381566991
20820,"Effingham, IL","Effingham, IL Micro Area",0.59,-0.04,-0.98,-0.51,0.46,-1.66,0.14,-1.08,-1.01,-0.77,-0.890385615,-0.667651416,1.036748238,1.90,-1.00,-1.21,-0.71,-0.693616476
20900,"El Campo, TX","El Campo, TX Micro Area",-0.05,-0.91,-0.05,1.15,1.40,-0.32,-0.74,-0.99,0.64,0.31,-0.505712280,-1.277612178,-0.476588627,0.16,-0.69,0.37,0.72,-1.539545768
20940,"El Centro, CA","El Centro, CA Metro Area",-3.67,-0.99,0.89,0.56,0.16,3.23,-0.75,1.42,2.33,0.67,0.104853512,0.509269864,0.777361758,-0.59,3.52,0.29,0.32,-0.019148249
20980,"El Dorado, AR","El Dorado, AR Micro Area",0.69,-0.33,0.34,0.80,0.76,0.37,-0.47,0.74,1.22,-0.54,-0.433695466,0.229297787,-0.708717402,3.92,0.53,1.79,1.52,1.115277271
21020,"Elizabeth City, NC","Elizabeth City, NC Micro Area",0.00,-0.36,-0.17,-0.34,0.79,1.10,-0.11,0.19,0.73,0.44,0.123326728,-0.465465633,1.562500893,-0.77,0.10,0.93,-0.15,1.191846450
21060,"Elizabethtown-Fort Knox, KY","Elizabethtown-Fort Knox, KY Metro Area",-0.64,-0.20,-0.56,-1.04,-1.51,-0.60,-0.04,-0.11,0.46,-0.57,2.077986876,0.032574740,1.712683774,0.02,0.66,-0.04,-0.97,-0.305530912
21120,"Elk City, OK","Elk City, OK Micro Area",-0.09,-0.71,-0.78,-0.11,0.20,-1.98,-0.26,0.51,0.86,3.40,-1.005539401,-0.566541543,-0.049436340,0.89,0.10,0.37,-0.73,-0.677322063
21140,"Elkhart-Goshen, IN","Elkhart-Goshen, IN Metro Area",-0.99,-0.49,-0.60,-1.27,0.67,-0.40,1.90,-1.39,-0.27,-0.78,-0.492174400,-0.160982655,-0.749805823,0.73,-1.59,-0.72,0.27,-0.464222651
21180,"Elkins, WV","Elkins, WV Micro Area",0.32,-0.60,0.07,1.51,0.93,-0.90,0.27,0.71,1.05,-0.67,-0.546064222,1.630107235,-0.872028997,0.94,-0.42,-0.18,0.92,-0.987237829
21220,"Elko, NV","Elko, NV Micro Area",1.07,-0.62,-0.96,-2.12,-0.34,-1.41,-0.63,1.85,0.19,0.02,0.762323851,-0.349188343,-0.615045349,0.78,-0.06,-1.39,0.51,-3.203739477
21260,"Ellensburg, WA","Ellensburg, WA Micro Area",0.34,1.38,0.26,-0.25,-3.14,1.93,-0.86,1.05,-0.60,-0.05,0.887060033,-0.975602447,-0.923143450,0.28,-1.01,0.56,-1.09,-0.789475008
21300,"Elmira, NY","Elmira, NY Metro Area",0.73,0.25,-0.30,-0.16,0.41,-0.39,0.31,0.34,0.53,-0.40,-1.056917604,0.866968206,-0.492497070,-0.85,-0.34,-0.31,-0.64,0.357011543
21340,"El Paso, TX","El Paso, TX Metro Area",-2.06,-0.10,0.59,0.24,0.09,0.83,-0.95,1.91,1.74,4.07,1.919756985,0.303299356,0.759180620,-0.53,-0.75,-1.48,0.30,-0.640521476
21380,"Emporia, KS","Emporia, KS Micro Area",1.04,0.48,0.12,0.22,-2.14,-0.21,-0.11,-0.50,-0.70,-0.65,0.812898970,-0.850100197,-0.499656636,1.60,-0.38,-0.01,-0.74,0.724055618
21420,"Enid, OK","Enid, OK Metro Area",-0.09,-0.05,-0.63,-0.77,-0.69,-1.08,-0.18,-0.59,-0.40,1.69,0.289054248,-0.945057423,-0.615532145,1.69,-0.98,-0.07,0.19,-1.434248740
21460,"Enterprise, AL","Enterprise, AL Micro Area",0.24,-0.03,-0.26,-0.21,-0.43,-0.80,-0.69,0.62,0.36,-0.02,0.086157388,-0.903008355,0.588933886,-0.48,-0.52,0.20,-0.18,-1.536839294
21500,"Erie, PA","Erie, PA Metro Area",-0.57,0.51,-0.15,0.11,-0.13,-0.17,0.59,-0.88,-0.03,-0.50,-0.628406223,-0.733179515,-1.049774463,-0.66,-0.19,0.15,-0.46,-0.340607769
21540,"Escanaba, MI","Escanaba, MI Micro Area",-0.04,-0.26,-0.51,-0.56,0.79,-0.38,0.19,0.89,-0.31,-0.88,NA,-0.345982780,-0.187570833,-0.54,-0.02,-0.26,-0.67,-0.616932053
21580,"Espanola, NM","Espanola, NM Micro Area",0.11,-0.51,1.28,2.28,2.36,0.24,-0.79,1.92,1.40,2.53,2.549076022,1.986218955,1.299023891,-0.45,0.71,-0.53,1.62,2.360245711
21660,"Eugene, OR","Eugene, OR Metro Area",-0.64,0.76,0.15,0.46,-1.48,1.64,-0.09,0.88,-0.42,-0.24,0.788706328,-0.267003255,-0.192672553,0.92,0.41,0.40,0.12,0.161486335
21700,"Eureka-Arcata-Fortuna, CA","Eureka-Arcata-Fortuna, CA Micro Area",0.14,0.74,0.44,0.43,-1.16,2.67,2.11,1.41,-0.83,-0.21,0.128665965,-0.858568030,-0.210673381,-0.96,0.69,0.86,0.68,0.464782784
21740,"Evanston, WY","Evanston, WY Micro Area",0.68,-0.63,-0.44,-0.70,-0.31,-1.07,-0.81,1.56,-0.55,-0.33,-0.181204723,1.993787100,-0.710868800,1.42,-0.44,0.04,-1.31,NA
21780,"Evansville, IN-KY","Evansville, IN-KY Metro Area",-1.96,0.22,-0.36,0.25,0.06,-0.50,0.41,-1.08,0.33,-0.63,-0.567995002,-0.007701877,0.424747498,0.44,-0.78,0.04,0.12,-0.427119767
21840,"Fairfield, IA","Fairfield, IA Micro Area",-0.20,1.20,-0.39,1.23,-0.24,-0.30,-0.63,-1.54,-1.00,-0.72,1.909974797,-0.638027153,1.872345024,0.18,-0.37,-0.10,-1.24,NA
21900,"Fairmont, WV","Fairmont, WV Micro Area",0.17,-0.11,-0.26,-0.55,0.30,-1.26,1.03,0.71,0.21,-0.67,-0.680442547,0.365254034,1.389385448,-0.11,-0.61,-0.20,-0.07,-1.024561072
21980,"Fallon, NV","Fallon, NV Micro Area",-0.09,-0.53,-0.60,-1.21,-1.41,0.13,-0.88,1.90,-0.53,0.24,-0.702618677,-1.406267328,-0.795100591,0.21,1.53,0.04,-0.54,-1.245720424
22020,"Fargo, ND-MN","Fargo, ND-MN Metro Area",0.52,1.61,-0.95,-0.09,-1.46,-0.59,-0.17,-1.36,-1.12,0.65,-0.454126884,-0.746299330,-0.685747941,-0.45,-1.71,-1.33,-0.25,0.685057515
22060,"Faribault-Northfield, MN","Faribault-Northfield, MN Micro Area",0.82,0.44,-0.95,-0.87,0.09,-0.45,-0.25,-1.24,-1.05,-0.19,-1.504230680,-1.214032125,-0.609644961,3.36,-1.20,-1.46,-0.86,0.331085061
22100,"Farmington, MO","Farmington, MO Micro Area",0.44,-1.10,-0.36,-1.16,-0.85,-0.10,-0.63,0.14,1.68,-0.73,-1.735135253,-0.537071760,-0.096221458,-0.41,-0.11,0.37,-0.08,1.646266065
22140,"Farmington, NM","Farmington, NM Metro Area",-0.62,-0.95,0.44,-0.05,0.79,0.53,-0.96,1.97,0.05,1.07,3.342390578,0.468888604,0.518053748,8.05,0.87,1.90,2.41,0.495946397
22180,"Fayetteville, NC","Fayetteville, NC Metro Area",-0.07,0.05,0.13,-0.44,-1.27,0.30,-0.58,0.40,0.30,0.24,0.705242423,-0.529152380,0.484597587,-0.76,1.43,1.36,1.00,-0.327865699
22220,"Fayetteville-Springdale-Rogers, AR-MO","Fayetteville-Springdale-Rogers, AR-MO Metro Area",0.35,0.83,-0.53,0.55,-0.45,-0.30,-0.52,0.58,-0.19,-0.62,0.826633643,0.230806704,-0.657493530,0.36,-1.19,-0.39,0.30,-0.154463790
22260,"Fergus Falls, MN","Fergus Falls, MN Micro Area",0.82,0.20,-1.26,-0.80,0.90,-0.89,-0.26,-0.52,-0.79,0.17,-1.789261028,-1.602040020,-0.588135629,0.41,-1.31,-1.43,-1.16,0.102914344
22280,"Fernley, NV","Fernley, NV Micro Area",-0.27,-0.94,-0.62,-2.02,-0.50,0.54,-0.94,1.90,-0.07,0.44,1.633420586,0.390434406,-0.256761135,1.31,1.57,-0.12,-0.21,-0.791642291
22300,"Findlay, OH","Findlay, OH Micro Area",-0.13,0.48,-0.86,-0.69,-0.59,-1.05,2.89,-1.60,-1.52,-0.62,1.290096984,-0.125511703,0.166193096,-0.86,-0.78,-0.59,-0.86,-0.960162614
22340,"Fitzgerald, GA","Fitzgerald, GA Micro Area",-0.24,-1.46,1.88,0.05,1.35,1.15,-0.02,0.62,2.07,0.10,-0.221683699,NA,-0.773522646,-0.43,0.07,2.39,0.29,-1.181288207
22380,"Flagstaff, AZ","Flagstaff, AZ Metro Area",-0.38,1.43,0.47,0.83,-1.81,2.55,-0.93,1.97,-0.68,0.82,1.199050548,-0.442054607,0.331981393,-0.13,0.24,1.41,0.27,1.035875679
22420,"Flint, MI","Flint, MI Metro Area",-0.04,-0.29,0.32,0.31,0.20,0.55,3.78,-1.50,0.42,-0.20,-0.036119587,1.100588793,0.867232132,-0.51,1.63,0.78,1.91,-0.254608613
22500,"Florence, SC","Florence, SC Metro Area",0.23,-0.22,0.41,0.76,0.58,-0.22,-0.65,0.40,0.75,0.29,-0.037905687,0.862305314,0.671853647,-0.16,1.68,0.95,1.60,0.087474447
22520,"Florence-Muscle Shoals, AL","Florence-Muscle Shoals, AL Metro Area",0.84,-0.21,-0.20,-0.08,0.02,-0.49,-0.50,0.25,0.97,-0.79,0.322116559,0.300995094,0.011919254,0.39,0.00,0.33,0.05,-1.337554548
22540,"Fond du Lac, WI","Fond du Lac, WI Metro Area",0.63,0.00,-1.39,-1.42,0.69,-0.75,-0.23,-1.56,-0.90,-0.38,-0.675826070,0.261041363,-0.436888891,-0.16,-1.09,-1.43,-0.65,0.386600343
22580,"Forest City, NC","Forest City, NC Micro Area",0.00,-0.65,0.26,-0.07,1.12,-0.23,-0.22,0.74,1.40,-0.19,-0.617867408,-1.141622459,0.995761916,-0.70,0.93,0.45,-0.62,0.367948116
22620,"Forrest City, AR","Forrest City, AR Micro Area",0.65,-1.54,1.45,0.33,-0.06,-0.25,-0.76,-0.48,0.34,-0.78,0.443164980,3.715888157,0.643889213,1.31,1.26,3.02,2.59,1.767228622
22660,"Fort Collins, CO","Fort Collins, CO Metro Area",-1.80,2.63,-0.81,-0.15,-1.48,0.48,-0.54,1.04,-1.14,0.18,-0.073490788,-0.495652182,-0.157873744,-0.55,-0.59,-0.42,-0.59,-0.160117303
22700,"Fort Dodge, IA","Fort Dodge, IA Micro Area",-0.20,-0.29,-0.24,0.07,-0.38,-0.98,-0.63,-1.67,-0.47,-0.15,-0.484963121,1.091024470,-0.684791150,7.01,-0.37,-0.15,0.89,1.037372146
22780,"Fort Leonard Wood, MO","Fort Leonard Wood, MO Micro Area",0.44,0.33,-0.75,-2.44,-5.65,-0.03,-0.47,0.14,1.07,-0.75,1.263272704,-0.555246249,1.507033158,-0.10,1.20,0.59,-0.22,-1.124008394
22800,"Fort Madison-Keokuk, IA-IL-MO","Fort Madison-Keokuk, IA-IL-MO Micro Area",-0.07,-0.71,-0.48,-1.46,1.12,-1.35,-0.58,-1.24,-0.05,-0.84,0.366215271,-0.003898443,1.757991014,0.41,-0.16,-0.23,0.04,-0.289213963
22820,"Fort Morgan, CO","Fort Morgan, CO Micro Area",-0.52,-0.66,-1.27,-1.82,-0.73,-0.20,-0.24,-0.17,1.33,0.74,1.371715977,-1.351609839,-0.269141602,0.39,-0.78,-1.60,-0.58,0.416517818
22860,"Fort Polk South, LA","Fort Polk South, LA Micro Area",-0.56,-0.60,-0.14,-0.70,-1.41,-1.20,-0.40,0.74,1.05,-0.80,0.633143357,-0.256148066,0.786122597,-0.64,0.24,-0.15,-0.09,-1.384238227
22900,"Fort Smith, AR-OK","Fort Smith, AR-OK Metro Area",0.65,-0.74,0.55,0.34,-0.06,-0.02,-0.67,0.59,0.84,-0.49,-0.244296087,-0.897432207,-0.824047588,0.02,-0.34,0.66,0.88,0.253877722
23060,"Fort Wayne, IN","Fort Wayne, IN Metro Area",-1.21,0.37,-0.56,-0.46,-0.03,-1.02,1.88,-1.53,-0.64,-0.79,-0.423301214,-0.577491063,-0.410433545,0.08,-0.35,-0.11,-0.29,-0.418190787
23140,"Frankfort, IN","Frankfort, IN Micro Area",0.01,-0.83,-0.68,-1.99,0.60,-0.92,0.72,-1.58,-0.25,-0.81,-0.191292535,1.006809087,-0.915381846,0.39,-0.58,-1.08,-1.11,0.123180749
23180,"Frankfort, KY","Frankfort, KY Micro Area",-0.06,0.34,-0.77,-1.87,-0.52,-0.61,0.14,-0.11,0.08,-0.62,0.778661431,0.410582005,-0.700177432,0.14,0.02,-0.18,-0.53,0.771583897
23340,"Fremont, NE","Fremont, NE Micro Area",1.03,-0.45,-0.69,-0.82,-0.06,-1.47,-0.46,-1.13,-0.55,0.68,0.481088173,-0.078527237,-1.284910299,0.05,-1.23,-0.75,-0.62,0.153316654
23380,"Fremont, OH","Fremont, OH Micro Area",-0.13,-0.89,-0.63,-1.38,0.83,-0.91,2.89,-1.62,0.18,-0.54,-1.132569676,-0.463419197,0.244235236,0.35,-0.49,-0.70,-0.68,-0.007060277
23420,"Fresno, CA","Fresno, CA Metro Area",-4.15,-0.33,1.13,0.83,-0.17,3.18,-0.72,0.33,1.29,0.96,0.187926834,-0.613629905,-0.326800693,-0.96,1.60,0.15,1.29,0.533748489
23460,"Gadsden, AL","Gadsden, AL Metro Area",-0.69,-0.69,0.01,-0.36,-0.13,-0.80,-0.56,0.46,1.16,-0.76,0.166106875,0.828141736,-0.383773783,-0.18,0.32,0.34,1.63,-1.089011246
23500,"Gaffney, SC","Gaffney, SC Micro Area",0.45,-0.91,0.62,1.56,0.93,-0.60,-0.22,0.40,1.14,0.01,0.350033651,-0.622217938,-0.855188063,0.92,0.43,0.29,0.45,-1.637703864
23540,"Gainesville, FL","Gainesville, FL Metro Area",0.81,1.88,0.79,1.88,-1.83,1.36,-0.09,0.41,-0.31,0.35,-0.414850755,0.091112927,1.498892890,-0.52,-0.16,1.54,1.31,0.724143696
23580,"Gainesville, GA","Gainesville, GA Metro Area",-0.73,0.06,-0.26,-0.09,0.34,0.74,-0.43,0.40,-0.34,-0.37,-0.160170393,-0.518729809,-1.027321024,-0.47,-0.69,-1.54,0.04,-0.999917610
23660,"Galesburg, IL","Galesburg, IL Micro Area",0.32,-0.58,0.04,-0.37,1.16,-0.92,-0.56,-1.40,-0.31,-0.84,-1.381140909,1.465227361,-0.236540973,-0.21,-0.29,-0.04,0.26,-0.970776059
23700,"Gallup, NM","Gallup, NM Micro Area",0.13,-1.39,2.94,2.07,1.61,3.50,-0.93,2.06,0.18,1.62,4.374974334,4.100469356,1.917781682,-0.05,3.01,3.64,2.22,2.551646307
23780,"Garden City, KS","Garden City, KS Micro Area",1.04,-0.69,-0.29,-1.41,0.32,-0.24,-0.32,-0.38,-0.31,1.07,-0.601185172,-1.130443863,-0.518769554,0.61,-1.11,-1.90,0.90,-1.094283023
23820,"Gardnerville Ranchos, NV","Gardnerville Ranchos, NV Micro Area",0.23,0.49,-1.20,-0.27,-0.01,0.18,-0.70,1.92,-0.31,0.43,-1.166127275,-0.824836564,-0.820632118,-0.47,-0.04,-0.59,-0.87,-0.558192876
23860,"Georgetown, SC","Georgetown, SC Micro Area",1.49,0.48,0.13,1.24,0.76,0.23,-0.47,0.20,-0.07,0.79,-0.443685891,-1.404287564,0.644827234,-0.27,0.69,0.40,0.93,-0.347369823
23900,"Gettysburg, PA","Gettysburg, PA Metro Area",-0.41,-0.10,-1.35,-1.81,0.76,-0.83,0.04,-0.07,-0.64,-0.31,0.474336999,-0.589573729,-0.830561708,0.12,-0.76,-1.46,-0.97,-0.204439534
23940,"Gillette, WY","Gillette, WY Micro Area",-0.78,-0.51,-1.26,-2.65,-1.11,-1.51,-0.81,1.12,-0.72,1.54,-0.765501870,NA,-0.002223045,-0.13,-1.08,-0.48,-0.17,-2.142511652
23980,"Glasgow, KY","Glasgow, KY Micro Area",-0.06,-0.85,0.76,-0.57,0.51,-0.51,-0.31,-0.11,1.40,-0.52,0.485428012,2.925307704,1.587594655,0.01,-0.03,0.28,-1.08,0.285557798
24020,"Glens Falls, NY","Glens Falls, NY Metro Area",0.73,0.20,-0.98,-0.85,0.34,0.23,0.43,0.09,-0.35,-0.56,-1.044539626,0.030681218,-0.626239311,0.59,-0.22,-0.97,-0.93,-0.299425435
24060,"Glenwood Springs, CO","Glenwood Springs, CO Micro Area",-0.49,1.76,-1.32,0.63,-0.34,1.65,-0.37,1.88,-0.78,-0.48,-0.937275364,-0.802627298,-1.064743626,0.17,-0.58,-1.16,-0.82,-0.566141358
24100,"Gloversville, NY","Gloversville, NY Micro Area",0.73,-0.60,-0.27,-0.93,0.76,-0.01,0.49,0.37,0.31,-0.47,-0.683363488,-0.208238520,-0.567911812,0.23,0.16,-0.48,-0.58,0.160093906
24140,"Goldsboro, NC","Goldsboro, NC Metro Area",-1.25,-0.37,0.50,0.15,-0.48,0.34,-0.46,0.62,0.29,0.54,0.212096821,-0.724873503,-0.876874793,1.94,1.55,1.21,0.55,1.242215418
24220,"Grand Forks, ND-MN","Grand Forks, ND-MN Metro Area",0.73,0.90,-0.35,0.39,-1.30,-0.13,-0.26,-1.36,-1.05,-0.10,-0.121996254,-0.416968469,-0.422960059,-0.04,-1.47,-1.03,-0.45,0.543162524
24260,"Grand Island, NE","Grand Island, NE Metro Area",1.03,-0.30,-0.83,-1.03,0.11,-0.42,-0.53,-0.59,-0.56,0.76,-0.261982131,-0.720141632,-0.637826846,0.39,-1.03,-0.97,-0.40,-0.966913850
24300,"Grand Junction, CO","Grand Junction, CO Metro Area",-0.81,0.49,-0.27,-0.25,-1.16,0.40,-0.23,1.88,-0.44,-0.18,0.017188494,-0.355844171,-0.429769240,-0.53,0.42,-0.04,0.22,-0.135810838
24340,"Grand Rapids-Wyoming, MI","Grand Rapids-Wyoming, MI Metro Area",-0.44,1.01,-0.81,-0.39,-0.29,-0.40,3.11,-0.25,-0.95,-0.30,-0.642780884,-0.756599863,-0.527625308,-0.44,-0.53,-0.91,0.10,-0.662674202
24380,"Grants, NM","Grants, NM Micro Area",0.13,-1.21,1.60,-0.22,0.46,1.03,-0.93,2.06,1.01,1.76,2.251072603,0.831780710,0.748468852,0.63,1.18,1.54,1.30,2.593823723
24420,"Grants Pass, OR","Grants Pass, OR Metro Area",-0.19,-0.61,0.12,0.83,-0.34,1.86,1.41,1.53,0.14,-0.87,0.071334217,0.235126915,0.565982066,-0.80,3.23,0.45,-0.47,-0.006676990
24460,"Great Bend, KS","Great Bend, KS Micro Area",1.04,-0.69,-0.32,-0.18,-0.76,-0.85,0.12,-0.59,-0.08,-0.19,-0.795134943,1.968529827,-1.291973863,0.79,-0.76,-0.31,0.31,-0.224814598
24500,"Great Falls, MT","Great Falls, MT Metro Area",0.73,0.50,-0.71,0.56,-0.71,-0.65,-0.60,0.78,-0.42,0.55,1.326297531,-0.127359136,0.749127657,-0.70,-0.95,-0.31,-0.37,-0.251939919
24540,"Greeley, CO","Greeley, CO Metro Area",-1.07,0.46,-0.99,-1.12,-0.71,0.24,-0.24,-0.17,-0.20,0.74,0.325197033,-0.476675994,-0.619691533,-0.14,-0.58,-1.38,-0.20,0.121304484
24580,"Green Bay, WI","Green Bay, WI Metro Area",-0.18,0.48,-1.04,-0.90,0.20,-0.57,-0.13,-0.49,-0.51,-0.23,-0.880521835,-0.885418561,-0.779677001,-0.30,-0.87,-1.19,-0.54,0.508662928
24620,"Greeneville, TN","Greeneville, TN Micro Area",-0.18,-0.91,-0.09,0.06,0.51,-0.90,0.22,0.64,0.79,-0.40,-0.446196274,0.727989032,-0.600199616,-0.50,0.15,-0.12,0.05,1.405534112
24640,"Greenfield Town, MA","Greenfield Town, MA Micro Area",0.40,1.59,-1.04,-0.12,0.62,0.09,0.39,0.44,-1.14,-0.29,0.936903993,-0.371089049,0.603361751,0.52,-0.54,-1.35,0.54,0.905733839
24660,"Greensboro-High Point, NC","Greensboro-High Point, NC Metro Area",-0.23,0.64,-0.14,0.56,0.41,0.16,-0.46,0.40,-0.26,-0.20,0.201822508,-0.781402432,-0.640145757,-0.39,0.05,0.72,0.35,0.806507934
24740,"Greenville, MS","Greenville, MS Micro Area",0.89,-0.45,2.37,2.73,0.69,1.14,-0.22,-0.85,0.81,-0.45,0.422614510,0.138395265,0.210362504,-0.39,4.49,4.41,-0.14,1.099710872
24780,"Greenville, NC","Greenville, NC Metro Area",0.57,0.91,0.97,1.53,-1.69,1.56,-0.54,0.40,0.01,0.65,-0.298742199,-0.038266491,-0.444886057,-0.66,1.44,1.87,0.58,1.116374176
24820,"Greenville, OH","Greenville, OH Micro Area",-0.13,-1.00,-0.93,-1.78,0.79,-0.74,0.83,-1.58,0.49,-0.84,-0.201280668,1.704767506,1.386377019,1.40,-0.56,-0.50,-1.07,-1.293498725
24860,"Greenville-Anderson-Mauldin, SC","Greenville-Anderson-Mauldin, SC Metro Area",-0.63,0.56,-0.41,0.29,-0.10,-0.37,-0.19,0.74,-0.09,-0.06,-0.182178548,-0.261084046,-0.177006503,-0.45,-0.16,-0.63,1.18,-0.624626765
24900,"Greenwood, MS","Greenwood, MS Micro Area",0.89,-0.62,2.34,2.46,1.63,0.98,-0.38,-0.12,0.99,-0.39,0.162758190,2.535159601,0.254333174,-0.21,1.61,3.93,0.81,0.962887002
24940,"Greenwood, SC","Greenwood, SC Micro Area",1.28,-0.22,0.89,0.67,0.30,-0.05,-0.33,0.40,0.37,0.04,-0.530623849,0.134871633,-0.215475688,-0.12,1.23,0.65,1.31,-0.048582040
25060,"Gulfport-Biloxi-Pascagoula, MS","Gulfport-Biloxi-Pascagoula, MS Metro Area",0.02,-0.16,0.04,-0.49,-0.55,0.36,-0.11,0.41,0.62,-0.80,-0.023197163,-0.927545092,0.864951216,0.87,0.60,0.71,-0.51,-0.100742952
25100,"Guymon, OK","Guymon, OK Micro Area",-0.09,-0.25,-0.15,-1.54,-0.17,0.24,-0.80,0.72,-0.73,2.88,-0.039431075,-0.944038354,-0.217758513,-0.22,-1.73,-1.76,-0.62,0.396615627
25180,"Hagerstown-Martinsburg, MD-WV","Hagerstown-Martinsburg, MD-WV Metro Area",-0.58,-0.21,-0.74,-1.09,0.23,-0.24,0.25,0.64,-0.20,-0.41,-0.161367198,-0.123310613,0.259217791,-0.25,0.20,-0.81,-0.33,-0.108243869
25200,"Hailey, ID","Hailey, ID Micro Area",0.97,1.31,-0.51,0.34,0.83,0.64,-0.26,1.45,-1.24,-0.73,NA,-0.256665874,-1.066331911,-0.43,-1.36,-0.98,-0.78,-0.441599164
25220,"Hammond, LA","Hammond, LA Metro Area",0.78,-0.35,0.61,0.24,-0.17,0.73,0.05,-0.04,1.18,-0.44,-0.221536994,-0.122795999,0.143301715,-0.37,0.81,0.75,3.11,-0.508716766
25260,"Hanford-Corcoran, CA","Hanford-Corcoran, CA Metro Area",-3.95,-1.14,0.46,-0.52,-1.23,2.37,-0.74,-0.48,1.94,0.98,0.493821627,0.346165163,-0.433533901,-0.65,1.52,-0.10,0.75,0.689144960
25300,"Hannibal, MO","Hannibal, MO Micro Area",0.44,-0.47,-0.12,-1.29,0.51,-1.05,-0.61,-1.24,-0.27,-0.72,-0.231680550,0.250440788,1.139243270,0.44,-0.53,0.09,-0.36,-0.561013129
25420,"Harrisburg-Carlisle, PA","Harrisburg-Carlisle, PA Metro Area",-1.73,0.91,-1.10,-0.73,-0.01,-0.59,0.04,0.02,-0.78,-0.25,-0.359195887,-0.249362797,-0.229162299,-0.54,-0.73,-0.64,-0.34,-0.381201887
25460,"Harrison, AR","Harrison, AR Micro Area",1.01,-0.78,-0.26,-0.68,-0.36,-0.54,-0.81,0.58,0.13,-0.87,0.235149705,1.105788546,-0.616568413,-0.56,0.11,0.27,1.12,-0.172333126
25500,"Harrisonburg, VA","Harrisonburg, VA Metro Area",0.89,0.59,-0.09,-0.58,-1.30,0.73,0.43,0.64,-1.87,-0.57,-0.090262131,-0.259682572,-0.986694009,0.14,-0.79,-0.76,-0.86,0.794561785
25540,"Hartford-West Hartford-East Hartford, CT","Hartford-West Hartford-East Hartford, CT Metro Area",-0.97,1.74,-1.16,0.22,0.60,0.29,0.88,0.44,-1.11,-0.03,-0.196440500,-0.126406703,-0.530236085,-0.84,-0.01,-0.70,-0.52,-0.286974723
25580,"Hastings, NE","Hastings, NE Micro Area",1.03,0.06,-0.81,0.02,-0.13,-1.60,-0.45,-0.59,-0.70,0.38,-0.390879237,-1.111264720,0.030733651,2.50,-0.82,-0.72,-0.43,0.856912292
