GEOID,ME,MELSAD,AQI_Good,Bachelor_Over_25,Per_Poverty,Gini,non_migration,Per_Sev_Hous,Xstreamlengthimpaired,Per_Avg_Land_Cov,poor_health_percent,Z_Water_Index,GHG_Percap,UNEMPLOY,FOOD_INS,VIO_CRIME,Broadband % population without access,Female_Inequality,Black_equality,Hispanic_equality,Asian_equality,,,,
40260,"Roanoke Rapids, NC","Roanoke Rapids, NC Micro Area",0.79,13.60,26.40,48.04,88.20,19.39,11.80,55.38,28.15,0.11,15.67,0.0584,24.81162817,403.3321351,0.23,1.015585717,0.905400015,1.1896233830,2.240479177,,,,
40300,"Rochelle, IL","Rochelle, IL Micro Area",0.83,19.70,11.10,41.84,86.30,12.25,9.53,2.23,17.20,0.00,21.18,0.0654,9.1,71.13422292,0.26,0.968877605,1.468888139,0.7218195057,0.915138108,,,,
40340,"Rochester, MN","Rochester, MN Metro Area",0.84,36.90,8.60,43.98,87.00,10.84,9.64,12.21,5.93,0.05,13.92,0.0394,8.206115082,139.536792,0.35,0.998286299,0.753461901,0.8403540602,1.366624268,,,,
40380,"Rochester, NY","Rochester, NY Metro Area",0.83,33.50,14.00,45.62,85.50,16.07,30.81,41.93,15.35,0.03,10.95,0.0698,11.75577811,272.4770694,0.09,0.957141857,0.713832046,0.7663532181,1.456608733,,,,
40420,"Rockford, IL","Rockford, IL Metro Area",0.90,22.30,14.50,44.97,86.00,15.98,9.53,4.25,12.39,0.00,13.81,0.0507,11.92997538,774.1419873,0.06,0.959098274,0.740427457,0.7671411730,1.538844531,,,,
40460,"Rockingham, NC","Rockingham, NC Micro Area",0.79,14.30,26.10,47.83,88.20,15.79,8.46,58.03,26.70,0.12,16.14,0.1021,20.6,494.2608999,0.07,0.997775503,0.903146246,0.7924804958,1.035790139,,,,
40540,"Rock Springs, WY","Rock Springs, WY Micro Area",0.72,22.20,12.00,41.08,80.80,9.59,2.18,79.43,14.20,0.02,64.05,0.1155,11.1,300.4941459,0.00,0.937546277,0.516525659,0.7578236058,0.956329502,,,,
40580,"Rocky Mount, NC","Rocky Mount, NC Metro Area",0.86,17.20,19.10,47.36,88.00,17.82,9.32,55.38,20.05,0.13,18.34,0.1053,21.13651474,457.4045797,0.19,0.9911745,0.862075366,0.7813567660,1.804522956,,,,
40620,"Rolla, MO","Rolla, MO Micro Area",0.85,28.70,20.40,48.85,78.30,13.89,8.74,48.92,22.10,0.01,17.43,0.0616,16.2,340.1969561,0.33,0.99951502,0.940243140,1.1291881690,1.932198593,,,,
40660,"Rome, GA","Rome, GA Metro Area",0.60,20.50,18.10,46.35,83.50,17.85,8.81,49.98,21.60,0.02,14.68,0.0928,14.1,338.34352,0.11,0.977255582,0.773570311,0.6556047632,1.898871456,,,,
40700,"Roseburg, OR","Roseburg, OR Micro Area",0.89,17.00,17.00,44.43,82.80,17.82,26.78,71.51,23.00,0.05,14.03,0.1091,15.4,218.7379199,0.08,0.942153657,1.815019841,0.9228396910,1.798006255,,,,
40740,"Roswell, NM","Roswell, NM Micro Area",0.96,19.00,21.20,46.21,82.70,15.84,1.89,78.20,23.80,0.51,19.79,0.0706,15,622.0792389,0.14,0.947242265,1.176824763,0.8509174052,1.531797154,,,,
40780,"Russellville, AR","Russellville, AR Micro Area",0.88,19.90,19.30,45.92,83.50,14.70,3.60,63.93,19.28,0.01,15.31,0.0703,14.99398065,362.7387487,0.24,0.972029171,0.816857806,0.6983768362,1.523130216,,,,
40820,"Ruston, LA","Ruston, LA Micro Area",0.71,36.20,31.20,54.42,77.10,19.57,11.00,63.84,22.00,0.04,21.40,0.1042,22,401.9310406,0.29,0.969490922,0.849240865,0.6609507635,1.332919810,,,,
40860,"Rutland, VT","Rutland, VT Micro Area",0.80,30.00,11.40,42.86,91.50,18.52,30.74,54.62,12.40,0.04,6.81,0.0552,12.3,161.7322953,0.07,1.001992269,1.397233726,1.2436265460,1.140457922,,,,
40900,"Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA Metro Area",0.32,32.40,15.00,46.40,83.50,22.39,7.95,53.59,12.95,0.15,7.83,0.0945,14.40851677,410.4818346,0.12,0.975429592,0.845118672,0.8036974011,1.233026259,,,,
40940,"Safford, AZ","Safford, AZ Micro Area",0.71,14.10,21.40,41.49,82.40,17.24,1.94,87.67,19.00,0.36,10.93,0.1442,15.5,108.859994,0.31,0.950721122,0.908985969,0.9174726364,0.854086731,,,,
40980,"Saginaw, MI","Saginaw, MI Metro Area",0.78,21.10,17.70,46.55,86.20,15.39,62.51,7.78,14.70,0.08,16.09,0.0954,14.5,633.5478681,0.06,0.983340861,0.768465519,0.8882083046,1.978337318,,,,
41060,"St. Cloud, MN","St. Cloud, MN Metro Area",0.90,26.10,13.30,42.87,81.30,13.48,16.77,25.10,10.28,0.11,17.16,0.0837,10.78077913,187.5758263,0.17,0.987356612,0.604068884,0.7826194808,1.226137687,,,,
41100,"St. George, UT","St. George, UT Metro Area",0.76,28.10,14.20,43.81,81.30,17.55,3.11,91.92,12.00,0.18,30.32,0.0922,14.3,154.3245347,0.02,0.934967106,0.726888676,0.7010952561,1.070067057,,,,
41140,"St. Joseph, MO-KS","St. Joseph, MO-KS Metro Area",0.68,19.90,15.50,43.73,83.40,13.27,8.66,6.93,19.38,0.06,37.76,0.0447,14.17541025,370.3060496,0.47,1.004859978,0.786379525,0.9470655418,1.406488421,,,,
41180,"St. Louis, MO-IL","St. Louis, MO-IL Metro Area",0.39,33.30,12.20,46.62,86.30,14.11,8.98,19.93,13.47,0.01,18.57,0.0685,14.34704816,460.7857364,0.34,0.963467645,0.786942478,0.9648051405,1.599478016,,,,
41220,"St. Marys, GA","St. Marys, GA Micro Area",0.75,23.60,12.70,43.29,78.20,14.40,15.55,50.55,13.00,0.09,16.11,0.0743,13.8,319.7979727,0.07,0.897768415,0.946155382,1.0671233750,1.122249490,,,,
41400,"Salem, OH","Salem, OH Micro Area",1.00,13.90,15.40,44.61,86.90,11.37,58.57,33.57,20.10,0.04,12.82,0.0388,14.5,57.53200218,0.23,0.946230861,0.710726357,0.7715536263,2.155687262,,,,
41420,"Salem, OR","Salem, OR Metro Area",0.84,24.20,15.80,42.48,83.20,20.62,15.93,67.46,14.74,0.10,17.51,0.0645,11.73632813,232.0897831,0.03,0.970964277,1.141225444,0.7002198684,1.364570237,,,,
41460,"Salina, KS","Salina, KS Micro Area",0.93,24.80,12.30,44.80,84.80,14.19,23.98,30.69,13.98,0.08,17.79,0.0783,12.98714128,364.0888871,0.15,0.984545306,0.784341928,0.6380259004,1.163719540,,,,
41500,"Salinas, CA","Salinas, CA Metro Area",0.88,23.90,14.70,45.95,87.80,30.00,4.92,56.13,24.00,0.17,7.86,0.0668,9.5,420.6361446,0.26,0.99546034,1.008266650,0.6961214507,1.466811491,,,,
41540,"Salisbury, MD-DE","Salisbury, MD-DE Metro Area",0.77,25.80,13.30,45.18,86.30,17.40,27.78,50.09,14.33,0.11,12.88,0.1323,11.78190995,409.7692228,0.24,0.989276874,0.813278514,0.8302027119,1.557883117,,,,
41620,"Salt Lake City, UT","Salt Lake City, UT Metro Area",0.50,33.10,10.30,43.22,83.90,15.81,3.69,91.15,12.48,0.08,11.43,0.0669,12.14953857,378.1288684,0.05,0.952928005,0.850046310,0.7230170622,1.343286794,,,,
41660,"San Angelo, TX","San Angelo, TX Metro Area",0.78,23.70,12.90,46.90,80.40,14.10,0.91,60.27,19.03,0.47,17.88,0.1679,13.69112227,314.3170111,0.57,0.947331074,0.945718922,0.7878347897,1.312292997,,,,
41700,"San Antonio-New Braunfels, TX","San Antonio-New Braunfels, TX Metro Area",0.64,27.40,15.20,45.99,83.30,17.15,2.64,47.33,16.28,0.20,15.07,0.0551,11.23664156,469.6249938,0.27,0.976317336,1.061383687,0.8810449594,1.523961669,,,,
41740,"San Diego-Carlsbad, CA","San Diego-Carlsbad, CA Metro Area",0.21,37.40,13.30,46.66,84.30,25.19,15.31,66.52,16.00,0.16,7.38,0.0567,11.7,327.7188311,0.05,0.958793695,0.889422403,0.7563297142,1.312706353,,,,
41760,"Sandpoint, ID","Sandpoint, ID Micro Area",0.91,22.40,14.00,45.65,85.90,21.81,17.11,72.20,15.00,0.10,12.73,0.0768,15.1,165.7717395,0.67,0.950737979,NA,0.8256164066,0.906532905,,,,
41780,"Sandusky, OH","Sandusky, OH Micro Area",0.77,22.40,13.00,45.00,86.20,11.70,78.67,13.54,19.50,0.04,20.89,0.0936,13.8,120.845031,0.05,0.955141328,0.811111189,0.7466170692,1.923661667,,,,
41820,"Sanford, NC","Sanford, NC Micro Area",0.79,21.20,17.50,43.90,88.50,15.07,9.83,58.03,20.10,0.12,13.02,0.0727,13.8,180.8015536,0.01,0.993406215,0.828082808,0.7092962932,1.247369627,,,,
41860,"San Francisco-Oakland-Hayward, CA","San Francisco-Oakland-Hayward, CA Metro Area",0.52,47.40,10.10,48.84,86.60,23.84,24.43,48.10,14.04,0.14,8.52,0.0668,12.22317534,488.984791,0.01,0.970944726,0.796708723,0.7353732947,1.205650888,,,,
41940,"San Jose-Sunnyvale-Santa Clara, CA","San Jose-Sunnyvale-Santa Clara, CA Metro Area",0.62,49.20,8.70,46.37,85.50,23.37,7.04,66.79,13.63,0.17,8.14,0.0725,9.779287232,265.1329608,0.01,0.960886046,0.932247937,0.6851348319,1.369509175,,,,
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA","San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",0.40,34.00,13.80,45.18,81.70,23.64,4.92,56.13,11.60,0.19,9.73,0.1008,12.5,408.2250581,0.13,0.962466502,0.840441481,0.7644366927,1.196187937,,,,
42100,"Santa Cruz-Watsonville, CA","Santa Cruz-Watsonville, CA Metro Area",0.85,39.80,14.70,47.84,86.20,27.28,11.25,66.79,16.80,0.17,6.60,0.0877,12,409.5258641,0.00,0.97018993,1.175450537,0.6598981521,1.305024090,,,,
42140,"Santa Fe, NM","Santa Fe, NM Metro Area",0.81,41.40,14.40,48.49,89.10,19.67,3.32,93.17,14.50,0.50,14.51,0.0541,12.6,325.8810922,0.14,1.003953483,1.320103131,0.8510815950,1.639400586,,,,
42200,"Santa Maria-Santa Barbara, CA","Santa Maria-Santa Barbara, CA Metro Area",0.67,33.30,15.40,48.26,79.90,29.46,10.95,58.28,21.00,0.18,8.15,0.0861,10,318.0505228,0.07,0.973457445,0.935227758,0.6837561451,1.383050722,,,,
42220,"Santa Rosa, CA","Santa Rosa, CA Metro Area",0.87,33.80,10.70,45.84,86.30,23.80,27.58,66.79,14.40,0.12,8.27,0.0715,10.7,367.9194946,0.05,0.982604173,0.862189746,0.6865555736,1.235043684,,,,
42300,"Sault Ste. Marie, MI","Sault Ste. Marie, MI Micro Area",0.90,20.70,17.10,44.09,82.10,13.79,35.40,67.71,14.90,0.11,11.93,0.0627,15.5,288.1393499,0.25,1.013336163,0.508984170,0.8141887877,1.777673637,,,,
42340,"Savannah, GA","Savannah, GA Metro Area",0.76,31.10,15.80,46.09,79.10,18.81,9.41,50.55,15.51,0.16,16.65,0.0613,15.902288,378.8572623,0.04,0.976030022,0.896825430,0.9544176079,1.356523998,,,,
42380,"Sayre, PA","Sayre, PA Micro Area",0.94,18.00,12.20,43.48,91.10,11.80,15.94,69.42,13.70,0.06,12.73,0.1033,11.9,181.1873868,0.40,0.98274038,0.728082704,1.3913398280,1.381510965,,,,
42420,"Scottsbluff, NE","Scottsbluff, NE Micro Area",0.93,22.10,13.10,44.66,86.60,13.74,6.31,67.22,13.97,0.25,16.44,0.1228,9.824261251,194.3855643,0.66,0.961752334,0.543279564,0.7153559074,0.778712034,,,,
42460,"Scottsboro, AL","Scottsboro, AL Micro Area",0.82,13.40,19.00,45.37,93.10,9.69,14.62,53.17,28.00,0.01,27.27,0.0652,14,316.9849481,0.13,0.967576546,0.771972474,0.8148514114,2.414591845,,,,
42540,"Scranton--Wilkes-Barre--Hazleton, PA","Scranton--Wilkes-Barre--Hazleton, PA Metro Area",0.74,24.20,15.00,45.27,88.00,15.27,17.52,62.94,14.65,0.08,12.32,0.0440,12.4494019,238.7635957,0.11,0.970555657,0.657412262,0.7190512445,1.467604298,,,,
42620,"Searcy, AR","Searcy, AR Micro Area",0.71,20.80,16.60,46.68,79.40,14.08,4.18,35.32,17.10,0.01,12.63,0.1490,16.3,344.4536582,0.27,0.972531054,0.815931852,0.8870326811,1.723937211,,,,
42660,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma-Bellevue, WA Metro Area",0.61,41.10,10.40,45.45,82.00,17.74,2.99,73.00,11.90,0.10,8.52,0.0528,12.33862062,339.0043327,0.01,0.955382113,0.794698069,0.7739050218,1.243900771,,,,
42680,"Sebastian-Vero Beach, FL","Sebastian-Vero Beach, FL Metro Area",0.92,27.80,12.70,51.89,85.90,16.53,9.61,50.55,18.70,0.14,12.49,0.0856,14.3,255.1583783,0.00,0.984827636,0.689268799,0.8118265792,1.650061162,,,,
42700,"Sebring, FL","Sebring, FL Metro Area",0.95,17.10,18.70,47.58,83.60,15.78,7.33,50.55,21.80,0.16,9.66,0.0640,15,318.2659265,0.18,0.983345183,0.895851461,0.8502770841,2.334117180,,,,
42740,"Sedalia, MO","Sedalia, MO Micro Area",0.85,17.70,17.20,44.44,81.20,15.90,9.52,25.83,21.20,0.03,19.14,0.0557,13.8,361.2246107,0.34,1.006142271,0.982420683,0.7279142850,1.831847119,,,,
42780,"Selinsgrove, PA","Selinsgrove, PA Micro Area",0.73,17.50,11.30,40.73,89.20,11.88,11.74,49.98,12.90,0.06,15.69,0.0501,10.7,188.0576883,0.45,0.929349601,1.317100023,0.9725916302,2.632338813,,,,
42820,"Selma, AL","Selma, AL Micro Area",0.82,14.20,31.90,49.74,89.50,23.00,3.52,60.80,25.20,0.04,25.11,0.0712,29.5,924.5611684,0.17,0.991804279,0.954363017,1.1776937060,2.040677758,,,,
42860,"Seneca, SC","Seneca, SC Micro Area",0.94,24.20,18.60,48.05,86.30,14.76,9.62,63.95,17.90,0.07,15.68,0.0505,11.4,370.4948942,0.82,0.962499968,1.001680010,0.7399762140,1.844310223,,,,
42900,"Seneca Falls, NY","Seneca Falls, NY Micro Area",0.89,20.50,11.80,42.97,85.70,13.38,36.98,41.93,23.70,0.03,13.42,0.1222,10.7,201.3566583,0.20,0.990002154,0.539601948,0.7371308187,1.628484544,,,,
42940,"Sevierville, TN","Sevierville, TN Micro Area",0.82,18.00,15.30,43.05,84.50,14.61,20.96,61.31,20.70,0.06,13.81,0.0614,12,311.1789879,0.08,0.979074296,0.871269744,0.7577268809,1.739786001,,,,
42980,"Seymour, IN","Seymour, IN Micro Area",0.85,15.90,15.60,40.03,87.80,12.22,45.73,24.23,17.30,0.02,15.68,0.1079,11.7,222.71968,0.24,0.937001346,0.620023331,0.7046318197,2.062121730,,,,
43020,"Shawano, WI","Shawano, WI Micro Area",0.84,15.80,13.90,41.80,88.90,11.69,11.41,46.40,13.08,0.08,18.47,0.0380,10.5801427,74.98894785,0.73,1.010443366,0.604588485,0.9149709541,1.187810224,,,,
43060,"Shawnee, OK","Shawnee, OK Micro Area",0.77,18.00,17.00,43.94,84.20,13.52,18.56,44.47,19.40,0.19,17.01,0.0754,16.2,473.596969,0.15,0.969036714,0.773314537,0.8871346173,1.523579505,,,,
43100,"Sheboygan, WI","Sheboygan, WI Metro Area",0.77,23.80,8.20,40.79,86.90,11.53,22.95,6.28,10.60,0.00,19.89,0.1853,8.7,158.9756064,0.00,0.97284089,0.581744198,0.7249107606,0.926695564,,,,
43140,"Shelby, NC","Shelby, NC Micro Area",0.79,16.50,19.90,46.76,89.50,15.30,14.88,63.95,19.40,0.09,14.99,0.0691,17.3,188.1850179,0.05,0.953281939,0.777906765,1.0003170400,1.634776523,,,,
43180,"Shelbyville, TN","Shelbyville, TN Micro Area",0.76,15.70,16.90,45.27,86.20,15.28,14.44,42.54,22.30,0.03,13.98,0.0581,12.3,425.2643247,0.28,1.007031533,0.825448215,0.8761372610,2.018693894,,,,
43220,"Shelton, WA","Shelton, WA Micro Area",0.91,17.80,16.20,42.80,82.20,17.29,4.64,68.00,18.10,0.13,17.32,0.0857,14,219.6415254,0.12,0.983067164,0.944032741,0.6099162556,1.555045380,,,,
43260,"Sheridan, WY","Sheridan, WY Micro Area",0.88,31.30,6.80,42.21,85.00,12.32,3.61,80.32,13.00,0.18,23.41,0.0641,12.3,151.3734161,0.15,0.957271028,NA,0.7142609094,0.662754294,,,,
43300,"Sherman-Denison, TX","Sherman-Denison, TX Metro Area",0.78,20.20,14.30,44.49,82.90,15.09,9.34,36.48,12.80,0.09,15.48,0.0931,17.9,272.6796866,0.21,0.980735496,0.726308696,0.7813772307,1.484693365,,,,
43320,"Show Low, AZ","Show Low, AZ Micro Area",0.77,15.50,29.10,47.73,85.80,25.20,1.31,94.97,17.50,0.30,12.99,0.0475,21.9,280.6343814,0.52,0.985791889,0.926774197,0.8869166469,2.317455588,,,,
43340,"Shreveport-Bossier City, LA","Shreveport-Bossier City, LA Metro Area",0.71,23.00,21.70,49.87,87.10,16.00,9.06,63.84,17.63,0.03,28.59,0.0325,17.76925224,584.1587364,0.39,0.965071175,0.849307590,0.9282648334,1.636247749,,,,
43380,"Sidney, OH","Sidney, OH Micro Area",0.77,17.10,8.90,42.07,87.40,11.28,73.13,5.91,18.60,0.00,15.58,0.0431,11.5,125.0551714,0.12,0.926630119,0.582123036,0.7713968717,2.364814622,,,,
43420,"Sierra Vista-Douglas, AZ","Sierra Vista-Douglas, AZ Metro Area",0.69,23.60,18.10,44.49,81.90,16.15,1.62,84.20,18.70,0.40,16.06,0.0919,14.5,333.03113,0.36,0.976047501,1.078056980,0.8078070490,1.319029313,,,,
43460,"Sikeston, MO","Sikeston, MO Micro Area",0.85,13.60,20.10,46.24,84.50,13.48,7.10,21.25,23.30,0.02,19.09,0.0665,16.9,935.5865785,0.10,0.970913194,0.703064753,1.3464238400,2.135451131,,,,
43500,"Silver City, NM","Silver City, NM Micro Area",0.95,27.00,22.00,45.80,86.10,13.59,2.21,93.14,18.90,0.41,18.75,0.1159,14.8,0,0.29,0.984509851,0.410663365,0.9375190481,1.135962698,,,,
43580,"Sioux City, IA-NE-SD","Sioux City, IA-NE-SD Metro Area",0.80,21.70,12.90,43.24,87.10,11.83,9.30,4.08,12.99,0.14,13.66,0.0777,9.989669549,273.0403661,0.24,0.973028859,0.727757278,0.6529533387,1.027502538,,,,
43620,"Sioux Falls, SD","Sioux Falls, SD Metro Area",0.80,32.50,9.20,43.30,83.00,10.90,10.64,4.08,9.42,0.16,16.28,0.0776,10.03352413,361.5286068,0.05,0.987715917,0.694734903,0.7616096039,1.159110470,,,,
43660,"Snyder, TX","Snyder, TX Micro Area",0.78,16.60,12.80,41.41,86.50,10.63,1.89,58.03,11.70,0.45,53.43,0.0331,11.6,298.1429951,0.23,0.984764626,1.532168961,0.6839760480,NA,,,,
43700,"Somerset, KY","Somerset, KY Micro Area",0.87,15.20,25.20,50.15,87.90,17.44,13.04,53.17,26.60,0.04,25.09,0.0326,15.9,119.0075398,0.03,0.97934887,0.545669056,1.2603327770,2.045651705,,,,
43740,"Somerset, PA","Somerset, PA Micro Area",0.94,15.70,12.70,42.50,91.20,11.19,18.21,63.10,16.60,0.03,13.42,0.0341,12.4,114.7699596,0.18,0.964012859,0.707908135,0.6297965856,1.566436864,,,,
43760,"Sonora, CA","Sonora, CA Micro Area",0.68,20.60,13.60,47.55,82.30,20.06,6.01,75.03,13.20,0.18,7.51,0.0739,14.7,316.1567314,0.33,1.002898718,0.563978117,0.8236084283,1.043699942,,,,
43780,"South Bend-Mishawaka, IN-MI","South Bend-Mishawaka, IN-MI Metro Area",0.62,26.70,16.50,46.62,86.30,13.09,52.62,6.47,14.60,0.02,18.75,0.0743,14.22101984,393.3006611,0.20,0.968303259,0.769930983,0.8157408863,1.836076061,,,,
43900,"Spartanburg, SC","Spartanburg, SC Metro Area",0.72,22.80,15.90,45.70,85.00,13.82,14.88,55.26,17.46,0.09,17.32,0.0837,12.80469391,440.2211578,0.10,0.966341485,0.813954606,0.8638094812,1.273338810,,,,
43940,"Spearfish, SD","Spearfish, SD Micro Area",0.89,30.90,12.40,43.37,79.90,13.63,2.76,80.32,10.10,0.31,15.41,0.0624,11.2,175.912044,0.13,NA,0.650257416,0.9962263080,1.154505409,,,,
43980,"Spencer, IA","Spencer, IA Micro Area",0.76,21.70,11.80,43.73,83.00,8.47,8.40,3.64,9.80,0.09,7.03,0.0892,11.7,148.7282219,0.13,0.970307732,NA,0.8445641842,NA,,,,
44020,"Spirit Lake, IA","Spirit Lake, IA Micro Area",0.76,29.50,8.10,43.28,87.30,10.44,8.40,3.64,12.10,0.10,19.33,0.0481,10.2,131.4329108,0.14,0.963496995,0.988950931,1.4080318340,1.242581402,,,,
44060,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley, WA Metro Area",0.62,28.20,15.30,45.27,82.30,16.83,10.52,52.14,14.10,0.09,12.24,0.0627,14.8648445,327.9292989,0.29,0.97116493,0.844476483,0.9177224716,1.138412407,,,,
44100,"Springfield, IL","Springfield, IL Metro Area",0.88,33.60,15.40,45.90,84.20,13.42,9.45,10.29,18.48,0.00,22.81,0.0606,12.92984662,771.6455262,0.57,0.962069915,0.733126134,1.0340172420,1.443110399,,,,
44140,"Springfield, MA","Springfield, MA Metro Area",0.75,31.00,16.40,46.77,85.00,18.81,22.16,56.45,13.64,0.07,8.66,0.0710,9.825620753,527.8620813,0.09,0.976242277,0.889881579,0.6997333573,1.379946843,,,,
44180,"Springfield, MO","Springfield, MO Metro Area",0.80,27.40,16.60,44.86,81.10,14.22,10.45,48.92,15.36,0.01,17.10,0.0927,14.46808047,566.9567299,0.37,0.980054876,0.803249183,0.8244563393,1.284342248,,,,
44220,"Springfield, OH","Springfield, OH Metro Area",0.68,18.60,16.60,44.22,82.60,14.13,73.04,5.91,15.00,0.01,18.04,0.0506,15.6,368.2450407,0.01,0.978984772,0.937885859,0.7546375884,2.334270272,,,,
44260,"Starkville, MS","Starkville, MS Micro Area",0.91,42.60,29.80,53.77,73.50,23.05,8.52,60.80,17.80,0.04,12.80,0.1096,23.6,176.0120694,0.26,NA,0.820479750,1.1896589250,1.558331709,,,,
44300,"State College, PA","State College, PA Metro Area",0.73,43.70,18.40,46.51,73.90,18.51,11.74,70.36,10.30,0.06,13.22,0.0485,13.8,88.61753492,0.15,0.986302036,0.974305996,0.9534301757,1.452437485,,,,
44340,"Statesboro, GA","Statesboro, GA Micro Area",0.75,27.90,30.40,49.07,74.30,23.52,9.02,60.80,19.70,0.09,14.49,0.0972,21,184.8312804,0.91,0.958357454,0.890532805,0.8472183405,1.461431976,,,,
44420,"Staunton-Waynesboro, VA","Staunton-Waynesboro, VA Metro Area",0.84,25.30,11.30,44.15,85.60,13.31,23.50,61.31,6.97,0.03,14.80,0.0495,9.44890286,141.9815558,0.09,0.987183676,0.724708962,0.8720161259,1.183911969,,,,
44460,"Steamboat Springs, CO","Steamboat Springs, CO Micro Area",0.97,51.60,10.70,46.84,83.30,19.30,4.89,86.55,5.80,0.04,17.88,0.0410,11.8,159.3981127,0.03,NA,0.838295347,0.6923501865,1.077744774,,,,
44500,"Stephenville, TX","Stephenville, TX Micro Area",0.78,27.80,22.60,48.49,80.50,22.20,8.38,58.26,14.20,0.13,16.62,0.0412,19.1,151.0647629,0.19,0.958157355,1.051152351,0.6300365290,1.828860584,,,,
44540,"Sterling, CO","Sterling, CO Micro Area",0.71,19.00,16.80,45.13,77.60,14.31,11.42,41.17,14.90,0.21,13.92,0.0692,13.1,301.1303625,0.14,1.018940352,0.528682228,0.7989648198,0.801390316,,,,
44580,"Sterling, IL","Sterling, IL Micro Area",0.83,18.10,11.10,43.09,88.70,10.51,8.66,8.08,14.00,0.00,18.40,0.0676,9.1,190.9600245,0.20,0.943374948,0.632557103,0.8015754458,2.420566880,,,,
44620,"Stevens Point, WI","Stevens Point, WI Micro Area",0.84,31.50,13.10,42.94,82.10,14.51,4.11,25.10,9.10,0.07,20.82,0.0618,10.8,112.8668172,0.13,0.969341473,1.077436879,0.7618043500,0.792927586,,,,
44660,"Stillwater, OK","Stillwater, OK Micro Area",0.77,36.80,26.30,52.71,74.10,23.40,15.59,44.47,15.50,0.21,16.68,0.0576,19.8,280.0144363,0.30,0.979614708,0.917632427,1.0490900310,1.336649854,,,,
44700,"Stockton-Lodi, CA","Stockton-Lodi, CA Metro Area",0.41,18.10,17.10,45.50,84.70,25.90,10.00,33.43,22.00,0.16,8.74,0.1193,13.3,787.3218364,0.05,0.969098946,0.964855859,0.7777679014,1.282579992,,,,
44740,"Storm Lake, IA","Storm Lake, IA Micro Area",0.76,20.10,13.70,43.85,83.60,14.67,8.40,3.64,13.00,0.09,22.03,0.0450,8.6,310.9588708,0.14,0.968714901,0.714566039,0.6399984968,0.814268171,,,,
44780,"Sturgis, MI","Sturgis, MI Micro Area",0.78,15.40,15.70,41.52,85.50,14.10,84.40,10.72,17.70,0.02,16.89,0.0659,11.4,301.2201107,0.25,0.965499196,0.926321949,0.8467315970,1.807273654,,,,
44860,"Sulphur Springs, TX","Sulphur Springs, TX Micro Area",0.78,17.30,17.90,45.33,81.80,14.76,7.24,25.60,17.90,0.04,27.68,0.0602,18.2,146.7453,0.53,0.960043058,0.790212242,0.6771610905,1.303768133,,,,
44900,"Summerville, GA","Summerville, GA Micro Area",0.93,10.10,22.50,45.82,89.90,17.89,8.81,56.88,22.70,0.02,25.26,0.1006,14.9,136.2176229,0.01,0.975114203,0.874682868,0.7386035091,3.790251631,,,,
44920,"Summit Park, UT","Summit Park, UT Micro Area",0.59,53.50,7.50,49.24,86.60,13.90,5.50,84.48,8.70,0.06,21.35,0.0318,11,138.3056303,0.12,0.92887708,0.597074720,0.5879503801,1.203676324,,,,
44940,"Sumter, SC","Sumter, SC Metro Area",0.85,19.50,21.10,45.12,84.50,14.74,11.32,55.44,19.20,0.13,14.98,0.1245,18,621.0175632,0.08,0.973647044,0.934701467,1.0211926140,1.350265309,,,,
44980,"Sunbury, PA","Sunbury, PA Micro Area",0.73,15.40,14.40,43.02,89.40,12.58,15.14,49.98,17.70,0.07,11.15,0.0678,12.8,251.1432641,0.20,0.96788025,0.483225092,0.6804562716,2.035573967,,,,
45000,"Susanville, CA","Susanville, CA Micro Area",0.69,12.40,14.60,43.12,74.70,16.54,4.57,90.55,18.20,0.10,11.12,0.0943,15.5,586.9299543,0.62,NA,0.561163610,0.6444595377,0.800776024,,,,
45060,"Syracuse, NY","Syracuse, NY Metro Area",0.90,31.10,15.10,45.45,86.20,14.86,26.95,54.41,13.90,0.03,8.98,0.0702,12.28693469,280.391134,0.05,0.960537193,0.782871262,0.9336946863,1.372788846,,,,
45140,"Tahlequah, OK","Tahlequah, OK Micro Area",0.91,24.00,21.10,45.78,85.30,16.32,17.47,43.30,23.80,0.05,10.41,0.0756,17.4,233.5675899,0.45,1.034433724,0.768862560,0.7202333765,1.786723840,,,,
45180,"Talladega-Sylacauga, AL","Talladega-Sylacauga, AL Micro Area",0.78,13.20,18.70,45.29,87.30,15.58,8.81,52.62,29.39,0.00,19.98,0.1210,18.23949504,443.2634648,0.24,0.96779197,0.914698139,0.7046215525,2.212710658,,,,
45220,"Tallahassee, FL","Tallahassee, FL Metro Area",0.74,37.70,20.20,47.52,77.00,21.07,10.67,55.67,12.36,0.17,11.19,0.0937,20.85314131,654.8809767,0.31,1.002099026,0.860687997,1.0067080960,1.660488955,,,,
